Monthly Change Average,Total Volume,Volatility
-0.029914769748347586,5728780862,1.7902945401070833
0.2144626036265447,5323282186,1.6165881965885875
0.08839379890377821,5796135880,1.4694331072675628
0.02184230507106705,5691561811,1.6156438481595148
0.07404505753072874,5310226720,1.4335590948213577
0.012801649059705867,6540960289,1.4555209795115636
0.019446816393474193,4234930378,1.3986949891769522
-0.060182526879429245,4330578472,1.5726450249779171
-0.011616659815728271,4389511019,1.4436196253537625
0.008240971051538374,5187504353,1.7256014123449432
0.11700258889749879,4681042554,1.544803915786483
-0.08091575754389821,4636227750,1.5609052208752345
