Date,Price,Open,High,Low,Vol.,Change %,Change
30-Jul-12,"1,385.30","1,385.94","1,391.74","1,381.37",0,-0.05,-0.000483416
27-Jul-12,"1,385.97","1,360.05","1,389.19","1,360.05",0,1.91,0.019080602
26-Jul-12,"1,360.02","1,338.17","1,363.13","1,338.17",0,1.65,0.016540971
25-Jul-12,"1,337.89","1,338.35","1,343.98","1,331.50",0,-0.03,-0.000313829
24-Jul-12,"1,338.31","1,350.52","1,351.53","1,329.24",0,-0.9,-0.009040962
23-Jul-12,"1,350.52","1,362.34","1,362.34","1,337.56",0,-0.89,-0.008909046
20-Jul-12,"1,362.66","1,376.51","1,376.51","1,362.19",0,-1.01,-0.010061678
19-Jul-12,"1,376.51","1,373.01","1,380.39","1,371.21",0,0.27,0.002717114
18-Jul-12,"1,372.78","1,363.58","1,375.26","1,358.96",0,0.67,0.006680502
17-Jul-12,"1,363.67","1,353.68","1,365.36","1,345.07",0,0.74,0.007409651
16-Jul-12,"1,353.64","1,356.50","1,357.26","1,348.51",0,-0.23,-0.002314303
13-Jul-12,"1,356.78","1,334.81","1,357.70","1,334.81",0,1.65,0.016497348
12-Jul-12,"1,334.76","1,341.29","1,341.29","1,325.41",0,-0.5,-0.004987141
11-Jul-12,"1,341.45","1,341.40","1,345.00","1,333.25",0,0,-1.4909E-05
10-Jul-12,"1,341.47","1,352.96","1,361.54","1,336.27",0,-0.81,-0.008125933
9-Jul-12,"1,352.46","1,354.66","1,354.87","1,346.65",0,-0.16,-0.001638763
6-Jul-12,"1,354.68","1,367.09","1,367.09","1,348.03",0,-0.94,-0.009432721
5-Jul-12,"1,367.58","1,373.72","1,373.85","1,363.02",0,-0.47,-0.004686977
3-Jul-12,"1,374.02","1,365.75","1,374.81","1,363.53",0,0.62,0.006232104
2-Jul-12,"1,365.51","1,362.33","1,366.35","1,355.70",0,0.25,0.002459329
29-Jun-12,"1,362.16","1,330.12","1,362.17","1,330.12",0,2.49,0.024920243
28-Jun-12,"1,329.04","1,331.52","1,331.52","1,313.29",0,-0.21,-0.002109847
27-Jun-12,"1,331.85","1,320.71","1,334.40","1,320.71",0,0.9,0.008984917
26-Jun-12,"1,319.99","1,314.09","1,324.24","1,310.30",0,0.48,0.004772707
25-Jun-12,"1,313.72","1,334.90","1,334.90","1,309.27",0,-1.6,-0.015954817
22-Jun-12,"1,335.02","1,325.92","1,337.82","1,325.92",0,0.72,0.007174597
21-Jun-12,"1,325.51","1,355.43","1,358.27","1,324.41",0,-2.23,-0.022261727
20-Jun-12,"1,355.69","1,358.04","1,361.57","1,346.45",0,-0.17,-0.001686328
19-Jun-12,"1,357.98","1,344.83","1,363.46","1,344.83",0,0.98,0.009815732
18-Jun-12,"1,344.78","1,342.42","1,348.22","1,334.46",0,0.14,0.001444699
15-Jun-12,"1,342.84","1,329.19","1,343.32","1,329.19",0,1.03,0.010337823
14-Jun-12,"1,329.10","1,314.88","1,333.68","1,314.14",0,1.08,0.010814675
13-Jun-12,"1,314.88","1,324.02","1,327.28","1,310.51",0,-0.7,-0.007023214
12-Jun-12,"1,324.18","1,309.40","1,324.31","1,306.62",0,1.17,0.011650738
11-Jun-12,"1,308.93","1,325.72","1,335.52","1,307.73",0,-1.26,-0.012620129
8-Jun-12,"1,325.66","1,314.99","1,325.81","1,307.77",0,0.81,0.00811413
7-Jun-12,"1,314.99","1,316.15","1,329.05","1,312.68",0,-0.01,-0.000106453
6-Jun-12,"1,315.13","1,285.61","1,315.13","1,285.61",0,2.3,0.023049397
5-Jun-12,"1,285.50","1,277.82","1,287.62","1,274.16",0,0.57,0.005726893
4-Jun-12,"1,278.18","1,278.29","1,282.55","1,266.74",0,0.01,0.000109543
1-Jun-12,"1,278.04","1,309.87","1,309.87","1,277.25",0,-2.46,-0.024642647
31-May-12,"1,310.33","1,313.09","1,319.74","1,298.90",0,-0.23,-0.002276673
30-May-12,"1,313.32","1,331.25","1,331.25","1,310.76",0,-1.43,-0.014334819
29-May-12,"1,332.42","1,318.90","1,334.93","1,318.90",0,1.11,0.011078903
25-May-12,"1,317.82","1,320.81","1,324.20","1,314.23",0,-0.22,-0.002165551
24-May-12,"1,320.68","1,318.72","1,324.14","1,310.50",0,0.14,0.00137998
23-May-12,"1,318.86","1,316.02","1,320.71","1,296.53",0,0.17,0.001693718
22-May-12,"1,316.63","1,316.09","1,328.49","1,310.04",0,0.05,0.000486326
21-May-12,"1,315.99","1,295.73","1,316.39","1,295.73",0,1.6,0.016035886
18-May-12,"1,295.22","1,305.05","1,312.24","1,291.98",0,-0.74,-0.007387766
17-May-12,"1,304.86","1,324.82","1,326.36","1,304.86",0,-1.51,-0.015051329
16-May-12,"1,324.80","1,330.78","1,341.78","1,324.79",0,-0.44,-0.00440383
15-May-12,"1,330.66","1,338.36","1,344.94","1,328.41",0,-0.57,-0.005745881
14-May-12,"1,338.35","1,351.93","1,351.93","1,336.61",0,-1.11,-0.011112835
11-May-12,"1,353.39","1,358.11","1,365.66","1,348.89",0,-0.34,-0.003387359
10-May-12,"1,357.99","1,354.58","1,365.88","1,354.58",0,0.25,0.002517385
9-May-12,"1,354.58","1,363.20","1,363.73","1,343.13",0,-0.67,-0.006702256
8-May-12,"1,363.72","1,369.16","1,369.16","1,347.75",0,-0.43,-0.004278684
7-May-12,"1,369.58","1,368.79","1,373.91","1,363.94",0,0.04,0.000350595
4-May-12,"1,369.10","1,391.51","1,391.51","1,367.96",0,-1.61,-0.016147229
3-May-12,"1,391.57","1,402.32","1,403.07","1,388.71",0,-0.77,-0.007658792
2-May-12,"1,402.31","1,405.50","1,405.50","1,393.92",0,-0.25,-0.002496763
1-May-12,"1,405.82","1,397.86","1,415.32","1,395.73",0,0.57,0.005658447
30-Apr-12,"1,397.91","1,403.26","1,403.26","1,394.00",0,-0.39,-0.003883537
27-Apr-12,"1,403.36","1,400.19","1,406.64","1,397.31",0,0.24,0.00241432
26-Apr-12,"1,399.98","1,390.64","1,402.09","1,387.28",0,0.67,0.006680137
25-Apr-12,"1,390.69","1,372.11","1,391.37","1,372.11",0,1.36,0.013644613
24-Apr-12,"1,371.97","1,366.97","1,375.57","1,366.82",0,0.37,0.003679752
23-Apr-12,"1,366.94","1,378.53","1,378.53","1,358.79",0,-0.84,-0.008407507
20-Apr-12,"1,378.53","1,376.96","1,387.40","1,376.96",0,0.12,0.001169276
19-Apr-12,"1,376.92","1,385.08","1,390.46","1,370.30",0,-0.59,-0.005934418
18-Apr-12,"1,385.14","1,390.78","1,390.78","1,383.29",0,-0.41,-0.004055278
17-Apr-12,"1,390.78","1,369.57","1,392.76","1,369.57",0,1.55,0.015486613
16-Apr-12,"1,369.57","1,370.27","1,379.66","1,365.38",0,-0.05,-0.000503554
13-Apr-12,"1,370.26","1,387.61","1,387.61","1,369.85",0,-1.25,-0.012475046
12-Apr-12,"1,387.57","1,368.77","1,388.13","1,368.77",0,1.38,0.013779398
11-Apr-12,"1,368.71","1,358.98","1,374.71","1,358.98",0,0.74,0.007448899
10-Apr-12,"1,358.59","1,382.18","1,383.01","1,357.38",0,-1.71,-0.017081464
9-Apr-12,"1,382.20","1,397.45","1,397.45","1,378.24",0,-1.14,-0.011358434
5-Apr-12,"1,398.08","1,398.79","1,401.60","1,392.92",0,-0.06,-0.000629039
4-Apr-12,"1,398.96","1,413.09","1,413.09","1,394.09",0,-1.02,-0.010202493
3-Apr-12,"1,413.38","1,418.98","1,419.00","1,404.62",0,-0.4,-0.003988612
2-Apr-12,"1,419.04","1,408.47","1,422.38","1,404.46",0,0.75,0.007504597
30-Mar-12,"1,408.47","1,403.31","1,410.89","1,401.42",0,0.37,0.003698478
29-Mar-12,"1,403.28","1,405.39","1,405.39","1,391.56",0,-0.16,-0.001607923
28-Mar-12,"1,405.54","1,412.52","1,413.65","1,397.20",0,-0.49,-0.004941523
27-Mar-12,"1,412.52","1,416.55","1,419.15","1,411.95",0,-0.28,-0.002816782
26-Mar-12,"1,416.51","1,397.11","1,416.58","1,397.11",0,1.39,0.013885807
23-Mar-12,"1,397.11","1,392.78","1,399.18","1,386.87",0,0.31,0.00310889
22-Mar-12,"1,392.78","1,402.89","1,402.89","1,388.73",0,-0.72,-0.007206552
21-Mar-12,"1,402.89","1,405.52","1,407.75","1,400.64",0,-0.19,-0.001871194
20-Mar-12,"1,405.52","1,409.59","1,409.59","1,397.68",0,-0.3,-0.003000532
19-Mar-12,"1,409.75","1,404.17","1,414.00","1,402.43",0,0.4,0.003973878
16-Mar-12,"1,404.17","1,402.55","1,405.88","1,401.47",0,0.11,0.00111935
15-Mar-12,"1,402.60","1,394.17","1,402.63","1,392.78",0,0.6,0.005967238
14-Mar-12,"1,394.28","1,395.95","1,399.42","1,389.97",0,-0.12,-0.001196318
13-Mar-12,"1,395.95","1,371.92","1,396.13","1,371.92",0,1.81,0.01813156
12-Mar-12,"1,371.09","1,370.78","1,373.04","1,366.69",0,0.02,0.000160482
9-Mar-12,"1,370.87","1,365.97","1,374.76","1,365.97",0,0.36,0.003631279
8-Mar-12,"1,365.91","1,352.65","1,368.72","1,352.65",0,0.98,0.00981791
7-Mar-12,"1,352.63","1,343.39","1,354.85","1,343.39",0,0.69,0.006900607
6-Mar-12,"1,343.36","1,363.63","1,363.63","1,340.03",0,-1.54,-0.015370182
5-Mar-12,"1,364.33","1,369.59","1,369.59","1,359.13",0,-0.39,-0.003869658
2-Mar-12,"1,369.63","1,374.09","1,374.53","1,366.42",0,-0.32,-0.003245784
1-Mar-12,"1,374.09","1,365.90","1,376.17","1,365.90",0,0.62,0.006158104
29-Feb-12,"1,365.68","1,372.20","1,378.04","1,363.81",0,-0.47,-0.004736988
28-Feb-12,"1,372.18","1,367.56","1,373.09","1,365.97",0,0.34,0.003356269
27-Feb-12,"1,367.59","1,365.20","1,371.94","1,354.92",0,0.14,0.001354577
24-Feb-12,"1,365.74","1,363.46","1,368.92","1,363.46",0,0.17,0.001672216
23-Feb-12,"1,363.46","1,357.53","1,364.24","1,352.28",0,0.43,0.004272056
22-Feb-12,"1,357.66","1,362.11","1,362.70","1,355.53",0,-0.33,-0.00334016
21-Feb-12,"1,362.21","1,361.22","1,367.76","1,358.11",0,0.07,0.000719937
17-Feb-12,"1,361.23","1,358.06","1,363.40","1,357.24",0,0.23,0.002348974
16-Feb-12,"1,358.04","1,342.61","1,359.02","1,341.22",0,1.1,0.011025662
15-Feb-12,"1,343.23","1,350.52","1,355.87","1,340.80",0,-0.54,-0.005383191
14-Feb-12,"1,350.50","1,351.30","1,351.30","1,340.83",0,-0.09,-0.000939509
13-Feb-12,"1,351.77","1,343.06","1,353.35","1,343.06",0,0.68,0.006800036
10-Feb-12,"1,342.64","1,351.21","1,351.21","1,337.35",0,-0.69,-0.006886349
9-Feb-12,"1,351.95","1,349.97","1,354.32","1,344.63",0,0.15,0.001474118
8-Feb-12,"1,349.96","1,347.04","1,351.00","1,341.95",0,0.22,0.002160276
7-Feb-12,"1,347.05","1,344.33","1,349.24","1,335.92",0,0.2,0.002023313
6-Feb-12,"1,344.33","1,344.32","1,344.36","1,337.52",0,-0.04,-0.000423823
3-Feb-12,"1,344.90","1,326.21","1,345.34","1,326.21",0,1.46,0.014605368
2-Feb-12,"1,325.54","1,324.24","1,329.19","1,321.57",0,0.11,0.001095092
1-Feb-12,"1,324.09","1,312.45","1,330.52","1,312.45",0,0.89,0.008899658
31-Jan-12,"1,312.41","1,313.53","1,321.41","1,306.69",0,-0.05,-0.000456965
30-Jan-12,"1,313.01","1,316.16","1,316.16","1,300.49",0,-0.25,-0.002522164
27-Jan-12,"1,316.33","1,318.25","1,320.06","1,311.72",0,-0.16,-0.001592804
26-Jan-12,"1,318.43","1,326.28","1,333.47","1,313.60",0,-0.57,-0.00574639
25-Jan-12,"1,326.05","1,314.40","1,328.30","1,307.65",0,0.87,0.00867151
24-Jan-12,"1,314.65","1,315.96","1,315.96","1,306.06",0,-0.1,-0.001025836
23-Jan-12,"1,316.00","1,315.29","1,322.28","1,309.89",0,0.05,0.000471347
20-Jan-12,"1,315.38","1,314.49","1,315.38","1,309.17",0,0.07,0.000669456
19-Jan-12,"1,314.50","1,308.07","1,315.49","1,308.07",0,0.49,0.004938687
18-Jan-12,"1,308.04","1,293.65","1,308.11","1,290.99",0,1.11,0.011107933
17-Jan-12,"1,293.67","1,290.22","1,303.00","1,290.22",0,0.36,0.003552894
13-Jan-12,"1,289.09","1,294.82","1,294.82","1,277.58",0,-0.49,-0.004947897
12-Jan-12,"1,295.50","1,292.48","1,296.82","1,285.77",0,0.23,0.002336593
11-Jan-12,"1,292.48","1,292.02","1,293.80","1,285.41",0,0.03,0.000309578
10-Jan-12,"1,292.08","1,280.77","1,296.46","1,280.77",0,0.89,0.008885766
9-Jan-12,"1,280.70","1,277.83","1,281.99","1,274.55",0,0.23,0.002261682
6-Jan-12,"1,277.81","1,280.93","1,281.84","1,273.34",0,-0.25,-0.002536962
5-Jan-12,"1,281.06","1,277.30","1,283.05","1,265.26",0,0.29,0.002943709
4-Jan-12,"1,277.30","1,277.03","1,278.73","1,268.10",0,0.02,0.000187932
3-Jan-12,"1,277.06","1,258.86","1,284.62","1,258.86",0,1.55,0.015473919
30-Dec-11,"1,257.60","1,262.82","1,264.12","1,257.46",0,-0.43,-0.004291302
29-Dec-11,"1,263.02","1,249.75","1,263.54","1,249.75",0,1.07,0.010707084
28-Dec-11,"1,249.64","1,265.38","1,265.85","1,248.64",0,-1.25,-0.012477972
27-Dec-11,"1,265.43","1,265.02","1,269.37","1,262.30",0,0.01,7.90308E-05
23-Dec-11,"1,265.33","1,254.00","1,265.42","1,254.00",0,0.9,0.009035088
22-Dec-11,"1,254.00","1,243.72","1,255.22","1,243.72",0,0.83,0.008265526
21-Dec-11,"1,243.72","1,241.25","1,245.09","1,229.51",0,0.19,0.001949569
20-Dec-11,"1,241.30","1,205.72","1,242.82","1,205.72",0,2.98,0.029825362
19-Dec-11,"1,205.35","1,219.74","1,224.57","1,202.37",0,-1.17,-0.011732778
16-Dec-11,"1,219.66","1,216.09","1,231.04","1,215.20",0,0.32,0.003216122
15-Dec-11,"1,215.75","1,212.12","1,225.60","1,212.12",0,0.32,0.003243056
14-Dec-11,"1,211.82","1,225.73","1,225.73","1,209.47",0,-1.13,-0.011348339
13-Dec-11,"1,225.73","1,236.83","1,249.86","1,219.43",0,-0.87,-0.008686017
12-Dec-11,"1,236.47","1,255.05","1,255.05","1,227.25",0,-1.49,-0.014914077
9-Dec-11,"1,255.19","1,234.48","1,258.25","1,234.48",0,1.69,0.01688338
8-Dec-11,"1,234.35","1,260.87","1,260.87","1,231.47",0,-2.11,-0.021141783
7-Dec-11,"1,261.01","1,258.14","1,267.06","1,244.80",0,0.2,0.002018324
6-Dec-11,"1,258.47","1,257.19","1,266.03","1,253.03",0,0.11,0.001105737
5-Dec-11,"1,257.08","1,244.33","1,266.73","1,244.33",0,1.03,0.010287074
2-Dec-11,"1,244.28","1,246.03","1,260.08","1,243.35",0,-0.02,-0.000241045
1-Dec-11,"1,244.58","1,246.91","1,251.09","1,239.73",0,-0.19,-0.001908642
30-Nov-11,"1,246.96","1,196.72","1,247.11","1,196.72",0,4.33,0.043315289
29-Nov-11,"1,195.19","1,192.56","1,203.67","1,191.80",0,0.22,0.002213744
28-Nov-11,"1,192.55","1,158.67","1,197.35","1,158.67",0,2.92,0.029240422
25-Nov-11,"1,158.67","1,161.41","1,172.66","1,158.66",0,-0.27,-0.002685511
23-Nov-11,"1,161.79","1,187.48","1,187.48","1,161.79",0,-2.21,-0.022095216
22-Nov-11,"1,188.04","1,192.98","1,196.81","1,181.65",0,-0.41,-0.004140891
21-Nov-11,"1,192.98","1,215.62","1,215.62","1,183.16",0,-1.86,-0.01864846
18-Nov-11,"1,215.65","1,216.19","1,223.51","1,211.36",0,-0.04,-0.000394695
17-Nov-11,"1,216.13","1,236.56","1,237.73","1,209.43",0,-1.68,-0.016799929
16-Nov-11,"1,236.91","1,257.81","1,259.61","1,235.67",0,-1.66,-0.016616182
15-Nov-11,"1,257.81","1,251.70","1,264.25","1,244.34",0,0.48,0.00481714
14-Nov-11,"1,251.78","1,263.85","1,263.85","1,246.68",0,-0.96,-0.009550184
11-Nov-11,"1,263.85","1,240.12","1,266.98","1,240.12",0,1.95,0.019488743
10-Nov-11,"1,239.69","1,229.59","1,246.22","1,227.70",0,0.86,0.008616061
9-Nov-11,"1,229.10","1,275.18","1,275.18","1,226.64",0,-3.67,-0.036695091
8-Nov-11,"1,275.92","1,261.12","1,277.55","1,254.99",0,1.17,0.0117356
7-Nov-11,"1,261.12","1,253.21","1,261.70","1,240.75",0,0.63,0.006295732
4-Nov-11,"1,253.23","1,260.82","1,260.82","1,238.92",0,-0.63,-0.006279983
3-Nov-11,"1,261.15","1,238.25","1,263.21","1,234.81",0,1.88,0.018781808
2-Nov-11,"1,237.90","1,219.62","1,242.48","1,219.62",0,1.61,0.016104672
1-Nov-11,"1,218.28","1,251.00","1,251.00","1,215.42",0,-2.79,-0.027942233
31-Oct-11,"1,253.30","1,284.96","1,284.96","1,253.16",0,-2.47,-0.024737567
28-Oct-11,"1,285.09","1,284.39","1,287.08","1,277.01",0,0.04,0.000389229
27-Oct-11,"1,284.59","1,243.97","1,292.66","1,243.97",0,3.43,0.034291465
26-Oct-11,"1,242.00","1,229.17","1,246.28","1,221.06",0,1.05,0.010536593
25-Oct-11,"1,229.05","1,254.19","1,254.19","1,226.79",0,-2,-0.02004481
24-Oct-11,"1,254.19","1,238.72","1,256.55","1,238.72",0,1.29,0.012873006
21-Oct-11,"1,238.25","1,215.39","1,239.03","1,215.39",0,1.88,0.018808777
20-Oct-11,"1,215.39","1,211.10","1,219.53","1,197.34",0,0.46,0.004554171
19-Oct-11,"1,209.88","1,223.46","1,229.64","1,206.31",0,-1.26,-0.012649137
18-Oct-11,"1,225.38","1,200.75","1,233.10","1,191.48",0,2.04,0.0204187
17-Oct-11,"1,200.86","1,224.47","1,224.47","1,198.55",0,-1.94,-0.019369906
14-Oct-11,"1,224.58","1,205.65","1,224.61","1,205.65",0,1.74,0.017380323
13-Oct-11,"1,203.66","1,206.96","1,207.46","1,190.58",0,-0.3,-0.002973701
12-Oct-11,"1,207.25","1,196.19","1,220.25","1,196.19",0,0.98,0.009794737
11-Oct-11,"1,195.54","1,194.60","1,199.24","1,187.30",0,0.05,0.000543983
10-Oct-11,"1,194.89","1,158.15","1,194.91","1,158.15",0,3.41,0.034124937
7-Oct-11,"1,155.46","1,165.03","1,171.40","1,150.26",0,-0.82,-0.0081633
6-Oct-11,"1,164.97","1,144.11","1,165.55","1,134.95",0,1.83,0.018303716
5-Oct-11,"1,144.03","1,124.03","1,146.07","1,115.68",0,1.79,0.017865563
4-Oct-11,"1,123.95","1,097.42","1,125.12","1,074.77",0,2.25,0.022488469
3-Oct-11,"1,099.23","1,131.21","1,138.99","1,098.92",0,-2.85,-0.028450973
30-Sep-11,"1,131.42","1,159.93","1,159.93","1,131.34",0,-2.5,-0.024974147
29-Sep-11,"1,160.40","1,151.74","1,175.87","1,139.93",0,0.81,0.00811426
28-Sep-11,"1,151.06","1,175.39","1,184.71","1,150.40",0,-2.07,-0.020691181
27-Sep-11,"1,175.38","1,163.32","1,195.86","1,163.32",0,1.07,0.010688336
26-Sep-11,"1,162.95","1,136.91","1,164.19","1,131.07",0,2.33,0.023336237
23-Sep-11,"1,136.43","1,128.82","1,141.72","1,121.36",0,0.61,0.006082014
22-Sep-11,"1,129.56","1,164.55","1,164.55","1,114.22",0,-3.19,-0.031883164
21-Sep-11,"1,166.76","1,203.63","1,206.30","1,166.21",0,-2.94,-0.029390478
20-Sep-11,"1,202.09","1,204.50","1,220.39","1,201.29",0,-0.17,-0.001661005
19-Sep-11,"1,204.09","1,214.99","1,214.99","1,188.36",0,-0.98,-0.009802551
16-Sep-11,"1,216.01","1,209.21","1,220.06","1,204.46",0,0.57,0.005706677
15-Sep-11,"1,209.11","1,189.44","1,209.11","1,189.44",0,1.72,0.017187132
14-Sep-11,"1,188.68","1,173.32","1,202.38","1,162.73",0,1.35,0.013479755
13-Sep-11,"1,172.87","1,162.59","1,176.41","1,157.44",0,0.91,0.009120084
12-Sep-11,"1,162.27","1,153.50","1,162.52","1,136.07",0,0.7,0.006965683
9-Sep-11,"1,154.23","1,185.37","1,185.37","1,148.37",0,-2.67,-0.026705456
8-Sep-11,"1,185.90","1,197.98","1,204.40","1,183.34",0,-1.06,-0.010612204
7-Sep-11,"1,198.62","1,165.85","1,198.62","1,165.85",0,2.86,0.028646459
6-Sep-11,"1,165.24","1,173.97","1,173.97","1,140.13",0,-0.74,-0.007436306
2-Sep-11,"1,173.97","1,203.90","1,203.90","1,170.56",0,-2.53,-0.025281878
1-Sep-11,"1,204.42","1,219.12","1,229.29","1,203.85",0,-1.19,-0.011871457
31-Aug-11,"1,218.89","1,213.00","1,230.71","1,209.35",0,0.49,0.004922006
30-Aug-11,"1,212.92","1,209.76","1,220.10","1,195.77",0,0.23,0.002346952
29-Aug-11,"1,210.08","1,177.91","1,210.28","1,177.91",0,2.83,0.028280082
26-Aug-11,"1,176.80","1,158.85","1,181.23","1,135.91",0,1.51,0.015121585
25-Aug-11,"1,159.27","1,176.69","1,190.68","1,155.47",0,-1.56,-0.015565557
24-Aug-11,"1,177.60","1,162.16","1,178.56","1,156.30",0,1.31,0.013119972
23-Aug-11,"1,162.35","1,124.36","1,162.35","1,122.91",0,3.43,0.03428485
22-Aug-11,"1,123.82","1,123.55","1,145.49","1,121.09",0,0.03,0.000258115
19-Aug-11,"1,123.53","1,140.47","1,154.54","1,122.05",0,-1.5,-0.015008986
18-Aug-11,"1,140.65","1,189.62","1,189.62","1,131.03",0,-4.46,-0.044593723
17-Aug-11,"1,193.89","1,192.89","1,208.47","1,184.36",0,0.09,0.000947383
16-Aug-11,"1,192.76","1,204.22","1,204.22","1,180.53",0,-0.97,-0.009738562
15-Aug-11,"1,204.49","1,178.86","1,204.49","1,178.86",0,2.18,0.021784681
12-Aug-11,"1,178.81","1,172.87","1,189.04","1,170.74",0,0.53,0.005261632
11-Aug-11,"1,172.64","1,121.30","1,186.29","1,121.30",0,4.63,0.046290017
10-Aug-11,"1,120.76","1,171.77","1,171.77","1,118.01",0,-4.42,-0.044152388
9-Aug-11,"1,172.53","1,120.23","1,172.88","1,101.54",0,4.74,0.047406785
8-Aug-11,"1,119.46","1,198.48","1,198.48","1,119.28",0,-6.66,-0.066634428
5-Aug-11,"1,199.38","1,200.28","1,218.11","1,168.09",0,-0.06,-0.000574966
4-Aug-11,"1,200.07","1,260.23","1,260.23","1,199.54",0,-4.78,-0.047820429
3-Aug-11,"1,260.34","1,254.25","1,261.20","1,234.56",0,0.5,0.005015749
2-Aug-11,"1,254.05","1,286.56","1,286.56","1,254.03",0,-2.56,-0.025556747
1-Aug-11,"1,286.94","1,292.59","1,307.38","1,274.73",0,-0.41,-0.004132231
29-Jul-11,"1,292.28","1,300.12","1,304.16","1,282.86",0,-0.65,-0.006450522
28-Jul-11,"1,300.67","1,304.84","1,316.32","1,299.16",0,-0.32,-0.003233989
27-Jul-11,"1,304.89","1,331.91","1,331.91","1,303.49",0,-2.03,-0.020308723
26-Jul-11,"1,331.94","1,337.39","1,338.51","1,329.59",0,-0.41,-0.004104888
25-Jul-11,"1,337.43","1,344.32","1,344.32","1,331.09",0,-0.56,-0.005643039
22-Jul-11,"1,345.02","1,343.80","1,346.10","1,336.95",0,0.09,0.000907873
21-Jul-11,"1,343.80","1,325.65","1,347.00","1,325.65",0,1.35,0.013546129
20-Jul-11,"1,325.84","1,328.66","1,330.43","1,323.65",0,-0.07,-0.000670822
19-Jul-11,"1,326.73","1,307.07","1,328.14","1,307.07",0,1.63,0.016308678
18-Jul-11,"1,305.44","1,315.94","1,315.94","1,295.92",0,-0.81,-0.008129834
15-Jul-11,"1,316.14","1,308.87","1,317.70","1,307.52",0,0.56,0.00555441
14-Jul-11,"1,308.87","1,317.74","1,326.88","1,306.51",0,-0.67,-0.006716146
13-Jul-11,"1,317.72","1,314.45","1,331.48","1,314.45",0,0.31,0.003105874
12-Jul-11,"1,313.64","1,319.61","1,327.17","1,313.33",0,-0.44,-0.004433531
11-Jul-11,"1,319.49","1,343.31","1,343.31","1,316.42",0,-1.81,-0.01809049
8-Jul-11,"1,343.80","1,352.39","1,352.39","1,333.71",0,-0.7,-0.006961174
7-Jul-11,"1,353.22","1,339.62","1,356.48","1,339.62",0,1.05,0.010453846
6-Jul-11,"1,339.22","1,337.56","1,340.94","1,330.92",0,0.1,0.001001585
5-Jul-11,"1,337.88","1,339.59","1,340.89","1,334.30",0,-0.13,-0.00133615
1-Jul-11,"1,339.67","1,320.64","1,341.01","1,318.18",0,1.44,0.01440968
30-Jun-11,"1,320.64","1,307.64","1,321.97","1,307.64",0,1.01,0.010119243
29-Jun-11,"1,307.41","1,296.85","1,309.21","1,296.85",0,0.83,0.008282755
28-Jun-11,"1,296.67","1,280.21","1,296.80","1,280.21",0,1.29,0.012944301
27-Jun-11,"1,280.10","1,268.44","1,284.91","1,267.53",0,0.92,0.009184438
24-Jun-11,"1,268.45","1,283.04","1,283.93","1,267.24",0,-1.17,-0.01172575
23-Jun-11,"1,283.50","1,286.60","1,286.60","1,262.87",0,-0.28,-0.002827975
22-Jun-11,"1,287.14","1,295.48","1,298.61","1,286.79",0,-0.65,-0.006468445
21-Jun-11,"1,295.52","1,278.40","1,297.62","1,278.40",0,1.34,0.013423449
20-Jun-11,"1,278.36","1,271.50","1,280.42","1,267.56",0,0.54,0.005395203
17-Jun-11,"1,271.50","1,268.58","1,279.82","1,267.40",0,0.3,0.003045029
16-Jun-11,"1,267.64","1,265.53","1,274.11","1,258.07",0,0.18,0.001754358
15-Jun-11,"1,265.42","1,287.87","1,287.87","1,261.90",0,-1.74,-0.017431884
14-Jun-11,"1,287.87","1,272.22","1,292.50","1,272.22",0,1.26,0.012611748
13-Jun-11,"1,271.83","1,271.31","1,277.04","1,265.64",0,0.07,0.000668775
10-Jun-11,"1,270.98","1,288.60","1,288.60","1,268.28",0,-1.4,-0.013979829
9-Jun-11,"1,289.00","1,279.63","1,294.54","1,279.63",0,0.74,0.007377536
8-Jun-11,"1,279.56","1,284.63","1,287.04","1,277.42",0,-0.42,-0.004186966
7-Jun-11,"1,284.94","1,286.31","1,296.22","1,284.74",0,-0.1,-0.000956328
6-Jun-11,"1,286.17","1,300.26","1,300.26","1,284.72",0,-1.08,-0.010760214
3-Jun-11,"1,300.16","1,312.94","1,312.94","1,297.90",0,-0.97,-0.00973388
2-Jun-11,"1,312.94","1,314.55","1,318.03","1,305.61",0,-0.12,-0.001224754
1-Jun-11,"1,314.55","1,345.20","1,345.20","1,313.71",0,-2.28,-0.022784716
31-May-11,"1,345.20","1,331.10","1,345.20","1,331.10",0,1.06,0.010592743
27-May-11,"1,331.10","1,325.69","1,334.62","1,325.69",0,0.41,0.004080894
26-May-11,"1,325.69","1,320.64","1,328.51","1,314.41",0,0.4,0.003953138
25-May-11,"1,320.47","1,316.36","1,325.86","1,311.80",0,0.32,0.003183213
24-May-11,"1,316.28","1,317.70","1,323.72","1,313.87",0,-0.08,-0.000827406
23-May-11,"1,317.37","1,333.07","1,333.07","1,312.88",0,-1.19,-0.011925566
20-May-11,"1,333.27","1,342.00","1,342.00","1,330.67",0,-0.77,-0.0076883
19-May-11,"1,343.60","1,342.40","1,346.82","1,336.36",0,0.22,0.002177999
18-May-11,"1,340.68","1,328.54","1,341.82","1,326.59",0,0.88,0.008803744
17-May-11,"1,328.98","1,326.10","1,330.42","1,318.51",0,-0.04,-0.000368568
16-May-11,"1,329.47","1,334.77","1,343.33","1,327.32",0,-0.62,-0.006204355
