Date,Price,Open,High,Low,Vol.,Change %,Change
21-Jul-15,"2,119.21","2,127.55","2,128.49","2,115.40",0,-0.43,-0.004261657
20-Jul-15,"2,128.28","2,126.85","2,132.82","2,123.65",0,0.08,0.00077117
17-Jul-15,"2,126.64","2,126.80","2,128.91","2,119.88",0,0.11,0.001106252
16-Jul-15,"2,124.29","2,110.55","2,124.42","2,110.55",0,0.8,0.008014615
15-Jul-15,"2,107.40","2,109.01","2,114.14","2,102.49",0,-0.07,-0.000734963
14-Jul-15,"2,108.95","2,099.72","2,111.98","2,098.18",0,0.45,0.004453229
13-Jul-15,"2,099.60","2,080.03","2,100.67","2,080.03",0,1.11,0.011066059
10-Jul-15,"2,076.62","2,052.74","2,081.31","2,052.74",0,1.23,0.012338457
9-Jul-15,"2,051.31","2,049.73","2,074.28","2,049.73",0,0.23,0.0022622
8-Jul-15,"2,046.68","2,077.66","2,077.66","2,044.66",0,-1.67,-0.016652733
7-Jul-15,"2,081.34","2,069.52","2,083.74","2,044.02",0,0.61,0.006080937
6-Jul-15,"2,068.76","2,073.95","2,078.61","2,058.40",0,-0.39,-0.003861748
2-Jul-15,"2,076.78","2,078.03","2,085.06","2,071.02",0,-0.03,-0.000308074
1-Jul-15,"2,077.42","2,067.00","2,082.78","2,067.00",0,0.69,0.00693613
30-Jun-15,"2,063.11","2,061.19","2,074.28","2,056.32",0,0.27,0.002658385
29-Jun-15,"2,057.64","2,098.63","2,098.63","2,056.64",0,-2.09,-0.020866147
26-Jun-15,"2,101.49","2,102.62","2,108.92","2,095.38",0,-0.04,-0.000390047
25-Jun-15,"2,102.31","2,109.96","2,116.04","2,101.78",0,-0.3,-0.002973565
24-Jun-15,"2,108.58","2,123.65","2,125.10","2,108.58",0,-0.74,-0.007353357
23-Jun-15,"2,124.20","2,123.16","2,128.03","2,119.89",0,0.06,0.000635938
22-Jun-15,"2,122.85","2,112.50","2,129.87","2,112.50",0,0.61,0.006094816
19-Jun-15,"2,109.99","2,121.06","2,121.64","2,109.45",0,-0.53,-0.005303502
18-Jun-15,"2,121.24","2,101.58","2,126.65","2,101.58",0,0.99,0.009902687
17-Jun-15,"2,100.44","2,097.40","2,106.79","2,088.86",0,0.2,0.001979688
16-Jun-15,"2,096.29","2,084.26","2,097.40","2,082.10",0,0.57,0.005689805
15-Jun-15,"2,084.43","2,091.34","2,091.34","2,072.49",0,-0.46,-0.004622489
12-Jun-15,"2,094.11","2,107.43","2,107.43","2,091.33",0,-0.7,-0.0069943
11-Jun-15,"2,108.86","2,106.24","2,115.02","2,106.24",0,0.17,0.001738552
10-Jun-15,"2,105.20","2,081.12","2,108.50","2,081.12",0,1.2,0.012042401
9-Jun-15,"2,080.15","2,079.07","2,085.62","2,072.14",0,0.04,0.000418414
8-Jun-15,"2,079.28","2,092.34","2,093.01","2,079.11",0,-0.65,-0.006474487
5-Jun-15,"2,092.83","2,095.09","2,100.99","2,085.67",0,-0.14,-0.001436178
4-Jun-15,"2,095.84","2,112.35","2,112.89","2,093.23",0,-0.86,-0.008623177
3-Jun-15,"2,114.07","2,110.64","2,121.92","2,109.61",0,0.21,0.002118885
2-Jun-15,"2,109.60","2,110.41","2,117.59","2,099.14",0,-0.1,-0.001008652
1-Jun-15,"2,111.73","2,108.64","2,119.15","2,102.54",0,0.21,0.002059419
29-May-15,"2,107.39","2,120.66","2,120.66","2,104.89",0,-0.63,-0.0063184
28-May-15,"2,120.79","2,122.27","2,122.27","2,112.86",0,-0.13,-0.001266788
27-May-15,"2,123.48","2,105.13","2,126.22","2,105.13",0,0.92,0.009162627
26-May-15,"2,104.20","2,125.34","2,125.34","2,099.18",0,-1.03,-0.01028193
22-May-15,"2,126.06","2,130.36","2,132.15","2,126.06",0,-0.22,-0.002233882
21-May-15,"2,130.82","2,125.55","2,134.28","2,122.95",0,0.23,0.002337888
20-May-15,"2,125.85","2,127.79","2,134.72","2,122.59",0,-0.09,-0.000930525
19-May-15,"2,127.83","2,129.45","2,133.02","2,124.50",0,-0.06,-0.000643434
18-May-15,"2,129.20","2,121.30","2,131.78","2,120.01",0,0.3,0.003047962
15-May-15,"2,122.73","2,122.07","2,123.89","2,116.79",0,0.08,0.000768469
14-May-15,"2,121.10","2,100.43","2,121.45","2,100.43",0,1.08,0.010779231
13-May-15,"2,098.48","2,099.62","2,110.19","2,096.04",0,-0.03,-0.00030489
12-May-15,"2,099.12","2,102.87","2,105.06","2,085.57",0,-0.29,-0.002949656
11-May-15,"2,105.33","2,115.56","2,117.69","2,104.58",0,-0.51,-0.005089552
8-May-15,"2,116.10","2,092.13","2,117.66","2,092.13",0,1.35,0.013457854
7-May-15,"2,088.00","2,079.96","2,092.90","2,074.99",0,0.38,0.003773766
6-May-15,"2,080.15","2,091.26","2,098.42","2,067.93",0,-0.45,-0.004455697
5-May-15,"2,089.46","2,112.63","2,115.24","2,088.46",0,-1.18,-0.01183737
4-May-15,"2,114.49","2,110.23","2,120.95","2,110.23",0,0.29,0.002940772
1-May-15,"2,108.29","2,087.38","2,108.41","2,087.38",0,1.09,0.010922988
30-Apr-15,"2,085.51","2,105.52","2,105.52","2,077.59",0,-1.01,-0.010128865
29-Apr-15,"2,106.85","2,112.49","2,113.65","2,097.41",0,-0.37,-0.003740377
28-Apr-15,"2,114.76","2,108.35","2,116.09","2,094.89",0,0.28,0.00276919
27-Apr-15,"2,108.92","2,119.29","2,125.92","2,107.04",0,-0.41,-0.004141305
24-Apr-15,"2,117.69","2,112.80","2,120.92","2,112.80",0,0.23,0.002252796
23-Apr-15,"2,112.93","2,107.21","2,120.49","2,103.19",0,0.24,0.00235773
22-Apr-15,"2,107.96","2,098.27","2,109.98","2,091.05",0,0.51,0.005087518
21-Apr-15,"2,097.29","2,102.82","2,109.64","2,094.38",0,-0.15,-0.00148067
20-Apr-15,"2,100.40","2,084.11","2,103.94","2,084.11",0,0.92,0.009235145
17-Apr-15,"2,081.18","2,102.58","2,102.58","2,072.37",0,-1.13,-0.011311218
16-Apr-15,"2,104.99","2,105.96","2,111.30","2,100.02",0,-0.08,-0.000778495
15-Apr-15,"2,106.63","2,097.82","2,111.91","2,097.82",0,0.51,0.005148294
14-Apr-15,"2,095.84","2,092.28","2,098.62","2,083.24",0,0.16,0.001629684
13-Apr-15,"2,092.43","2,102.03","2,107.65","2,092.33",0,-0.46,-0.00458122
10-Apr-15,"2,102.06","2,091.51","2,102.61","2,091.51",0,0.52,0.005202804
9-Apr-15,"2,091.18","2,081.29","2,093.31","2,074.29",0,0.45,0.004457467
8-Apr-15,"2,081.90","2,076.94","2,086.69","2,073.30",0,0.27,0.002682618
7-Apr-15,"2,076.33","2,080.79","2,089.81","2,076.10",0,-0.21,-0.002061885
6-Apr-15,"2,080.62","2,064.87","2,086.99","2,056.52",0,0.66,0.006608739
2-Apr-15,"2,066.96","2,060.03","2,072.17","2,057.32",0,0.35,0.003529657
1-Apr-15,"2,059.69","2,067.63","2,067.63","2,048.38",0,-0.4,-0.003965395
31-Mar-15,"2,067.89","2,084.05","2,084.05","2,067.04",0,-0.88,-0.008795728
30-Mar-15,"2,086.24","2,064.11","2,088.97","2,064.11",0,1.22,0.01223666
27-Mar-15,"2,061.02","2,055.78","2,062.83","2,052.96",0,0.24,0.002368504
26-Mar-15,"2,056.15","2,059.94","2,067.15","2,045.50",0,-0.24,-0.002377429
25-Mar-15,"2,061.05","2,093.10","2,097.43","2,061.05",0,-1.46,-0.014558929
24-Mar-15,"2,091.50","2,103.94","2,107.63","2,091.50",0,-0.61,-0.006139459
23-Mar-15,"2,104.42","2,107.99","2,114.86","2,104.42",0,-0.17,-0.001745648
20-Mar-15,"2,108.10","2,090.32","2,113.92","2,090.32",0,0.9,0.009012717
19-Mar-15,"2,089.27","2,098.69","2,098.69","2,085.56",0,-0.49,-0.004872589
18-Mar-15,"2,099.50","2,072.84","2,106.85","2,061.23",0,1.22,0.012158436
17-Mar-15,"2,074.28","2,080.59","2,080.59","2,065.08",0,-0.33,-0.003320216
16-Mar-15,"2,081.19","2,055.35","2,081.41","2,055.35",0,1.35,0.013533652
13-Mar-15,"2,053.40","2,064.56","2,064.56","2,041.17",0,-0.61,-0.006074687
12-Mar-15,"2,065.95","2,041.10","2,066.41","2,041.10",0,1.26,0.012601459
11-Mar-15,"2,040.24","2,044.69","2,050.08","2,039.69",0,-0.19,-0.001917658
10-Mar-15,"2,044.16","2,076.14","2,076.14","2,044.16",0,-1.7,-0.016961379
9-Mar-15,"2,079.43","2,072.25","2,083.49","2,072.21",0,0.39,0.003944459
6-Mar-15,"2,071.26","2,100.91","2,100.91","2,067.27",0,-1.42,-0.014173933
5-Mar-15,"2,101.04","2,098.54","2,104.25","2,095.22",0,0.12,0.001196075
4-Mar-15,"2,098.53","2,107.72","2,107.72","2,087.62",0,-0.44,-0.004388504
3-Mar-15,"2,107.78","2,115.76","2,115.76","2,098.26",0,-0.45,-0.004538606
2-Mar-15,"2,117.39","2,105.23","2,117.52","2,104.50",0,0.61,0.00612497
27-Feb-15,"2,104.50","2,110.88","2,112.74","2,103.75",0,-0.3,-0.002956309
26-Feb-15,"2,110.74","2,113.91","2,113.91","2,103.76",0,-0.15,-0.001475973
25-Feb-15,"2,113.86","2,115.30","2,119.59","2,109.89",0,-0.08,-0.000765784
24-Feb-15,"2,115.48","2,109.10","2,117.94","2,105.87",0,0.28,0.002758738
23-Feb-15,"2,109.66","2,109.83","2,110.05","2,103.00",0,-0.03,-0.000303274
20-Feb-15,"2,110.30","2,097.65","2,110.61","2,085.44",0,0.61,0.006126487
19-Feb-15,"2,097.45","2,099.25","2,102.13","2,090.79",0,-0.11,-0.001062067
18-Feb-15,"2,099.68","2,099.16","2,100.23","2,092.15",0,-0.03,-0.000314235
17-Feb-15,"2,100.34","2,096.47","2,101.30","2,089.80",0,0.16,0.001597528
13-Feb-15,"2,096.99","2,088.78","2,097.03","2,086.70",0,0.41,0.004074734
12-Feb-15,"2,088.48","2,069.98","2,088.53","2,069.98",0,0.96,0.00964453
11-Feb-15,"2,068.53","2,068.55","2,073.48","2,057.99",0,0,-2.90053E-05
10-Feb-15,"2,068.59","2,049.38","2,070.86","2,048.62",0,1.07,0.010675513
9-Feb-15,"2,046.74","2,053.47","2,056.16","2,041.88",0,-0.42,-0.004247204
6-Feb-15,"2,055.47","2,062.28","2,072.40","2,049.97",0,-0.34,-0.003418149
5-Feb-15,"2,062.52","2,043.45","2,063.55","2,043.45",0,1.03,0.010291402
4-Feb-15,"2,041.51","2,048.86","2,054.74","2,036.72",0,-0.42,-0.004156037
3-Feb-15,"2,050.03","2,022.71","2,050.30","2,022.71",0,1.44,0.014439469
2-Feb-15,"2,020.85","1,996.67","2,021.66","1,980.90",0,1.3,0.012962471
30-Jan-15,"1,994.99","2,019.35","2,023.32","1,993.38",0,-1.3,-0.01299196
29-Jan-15,"2,021.25","2,002.45","2,024.64","1,989.18",0,0.95,0.009534703
28-Jan-15,"2,002.16","2,032.34","2,042.49","2,001.49",0,-1.35,-0.013495602
27-Jan-15,"2,029.55","2,047.86","2,047.86","2,019.91",0,-1.34,-0.013387844
26-Jan-15,"2,057.09","2,050.42","2,057.62","2,040.97",0,0.26,0.002568451
23-Jan-15,"2,051.82","2,062.98","2,062.98","2,050.54",0,-0.55,-0.005491603
22-Jan-15,"2,063.15","2,034.30","2,064.62","2,026.38",0,1.53,0.015269768
21-Jan-15,"2,032.12","2,020.19","2,038.29","2,012.04",0,0.47,0.004731651
20-Jan-15,"2,022.55","2,020.76","2,028.94","2,004.49",0,0.15,0.00154995
16-Jan-15,"2,019.42","1,992.25","2,020.46","1,988.12",0,1.34,0.0134242
15-Jan-15,"1,992.67","2,013.75","2,021.35","1,991.47",0,-0.92,-0.009247888
14-Jan-15,"2,011.27","2,018.40","2,018.40","1,988.44",0,-0.58,-0.005813063
13-Jan-15,"2,023.03","2,031.58","2,056.93","2,008.25",0,-0.26,-0.002578565
12-Jan-15,"2,028.26","2,046.13","2,049.30","2,022.58",0,-0.81,-0.008093662
9-Jan-15,"2,044.81","2,063.45","2,064.43","2,038.33",0,-0.84,-0.008403891
8-Jan-15,"2,062.14","2,030.61","2,064.08","2,030.61",0,1.79,0.017888346
7-Jan-15,"2,025.90","2,005.55","2,029.61","2,005.55",0,1.16,0.011629823
6-Jan-15,"2,002.61","2,022.15","2,030.25","1,992.44",0,-0.89,-0.008893486
5-Jan-15,"2,020.58","2,054.44","2,054.44","2,017.34",0,-1.83,-0.018278107
2-Jan-15,"2,058.20","2,058.90","2,072.36","2,046.04",0,-0.03,-0.000339987
31-Dec-14,"2,058.90","2,082.11","2,085.58","2,057.94",0,-1.03,-0.010310765
30-Dec-14,"2,080.35","2,088.49","2,088.49","2,079.53",0,-0.49,-0.004888619
29-Dec-14,"2,090.57","2,087.63","2,093.55","2,085.75",0,0.09,0.000861751
26-Dec-14,"2,088.77","2,084.30","2,092.70","2,084.30",0,0.33,0.003309509
24-Dec-14,"2,081.88","2,083.25","2,087.56","2,081.86",0,-0.01,-0.000139278
23-Dec-14,"2,082.17","2,081.48","2,086.73","2,079.77",0,0.17,0.001746418
22-Dec-14,"2,078.54","2,069.28","2,078.76","2,069.28",0,0.38,0.003810398
19-Dec-14,"2,070.65","2,061.04","2,077.85","2,061.03",0,0.46,0.004570087
18-Dec-14,"2,061.23","2,018.98","2,061.23","2,018.98",0,2.4,0.024015222
17-Dec-14,"2,012.89","1,973.77","2,016.75","1,973.77",0,2.04,0.020352403
16-Dec-14,"1,972.74","1,986.71","2,016.89","1,972.56",0,-0.85,-0.008489016
15-Dec-14,"1,989.63","2,005.03","2,018.69","1,982.26",0,-0.63,-0.006342611
12-Dec-14,"2,002.33","2,030.36","2,032.25","2,002.33",0,-1.62,-0.016213587
11-Dec-14,"2,035.33","2,027.92","2,055.53","2,027.92",0,0.45,0.004535718
10-Dec-14,"2,026.14","2,058.86","2,058.86","2,024.26",0,-1.64,-0.016350943
9-Dec-14,"2,059.82","2,056.55","2,060.60","2,034.17",0,-0.02,-0.000237828
8-Dec-14,"2,060.31","2,074.84","2,075.78","2,054.27",0,-0.73,-0.007256537
5-Dec-14,"2,075.37","2,072.78","2,079.47","2,070.81",0,0.17,0.001665122
4-Dec-14,"2,071.92","2,073.64","2,077.34","2,062.34",0,-0.12,-0.001161821
3-Dec-14,"2,074.33","2,067.45","2,076.28","2,066.65",0,0.38,0.003764729
2-Dec-14,"2,066.55","2,053.77","2,068.77","2,053.77",0,0.64,0.006384409
1-Dec-14,"2,053.44","2,065.78","2,065.78","2,049.57",0,-0.68,-0.006829306
28-Nov-14,"2,067.56","2,074.78","2,075.76","2,065.06",0,-0.25,-0.002542418
26-Nov-14,"2,072.83","2,067.36","2,073.29","2,066.62",0,0.28,0.002805958
25-Nov-14,"2,067.03","2,070.15","2,074.21","2,064.75",0,-0.12,-0.001150086
24-Nov-14,"2,069.41","2,065.07","2,070.17","2,065.07",0,0.29,0.002864066
21-Nov-14,"2,063.50","2,057.46","2,071.46","2,056.75",0,0.52,0.005236877
20-Nov-14,"2,052.75","2,045.87","2,053.84","2,040.49",0,0.2,0.001967082
19-Nov-14,"2,048.72","2,051.16","2,052.14","2,040.37",0,-0.15,-0.001501121
18-Nov-14,"2,051.80","2,041.48","2,056.08","2,041.48",0,0.51,0.005133933
17-Nov-14,"2,041.32","2,038.29","2,043.07","2,034.46",0,0.07,0.000735359
14-Nov-14,"2,039.82","2,039.74","2,042.22","2,035.20",0,0.02,0.000240275
13-Nov-14,"2,039.33","2,039.21","2,046.18","2,030.44",0,0.05,0.000529866
12-Nov-14,"2,038.25","2,037.75","2,040.33","2,031.95",0,-0.07,-0.00070109
11-Nov-14,"2,039.68","2,038.20","2,041.28","2,035.28",0,0.07,0.000696673
10-Nov-14,"2,038.26","2,032.01","2,038.70","2,030.17",0,0.31,0.003120202
7-Nov-14,"2,031.92","2,032.36","2,034.26","2,025.07",0,0.03,0.000349545
6-Nov-14,"2,031.21","2,023.33","2,031.61","2,015.86",0,0.38,0.003775506
5-Nov-14,"2,023.57","2,015.29","2,023.77","2,014.42",0,0.57,0.005700512
4-Nov-14,"2,012.10","2,015.81","2,015.98","2,001.01",0,-0.28,-0.002829801
3-Nov-14,"2,017.81","2,018.21","2,024.46","2,013.68",0,-0.01,-0.000118927
31-Oct-14,"2,018.05","2,001.20","2,018.19","2,001.20",0,1.17,0.011731381
30-Oct-14,"1,994.65","1,979.49","1,999.40","1,974.75",0,0.62,0.006230137
29-Oct-14,"1,982.30","1,983.29","1,991.40","1,969.04",0,-0.14,-0.001385356
28-Oct-14,"1,985.05","1,964.14","1,985.05","1,964.14",0,1.19,0.011939051
27-Oct-14,"1,961.63","1,962.97","1,964.64","1,951.37",0,-0.15,-0.001501593
24-Oct-14,"1,964.58","1,951.59","1,965.27","1,946.27",0,0.71,0.007053444
23-Oct-14,"1,950.82","1,931.02","1,961.95","1,931.02",0,1.23,0.012303397
22-Oct-14,"1,927.11","1,941.29","1,949.31","1,926.83",0,-0.73,-0.007299308
21-Oct-14,"1,941.28","1,909.38","1,942.45","1,909.38",0,1.96,0.019574477
20-Oct-14,"1,904.01","1,885.62","1,905.03","1,882.30",0,0.91,0.009142657
17-Oct-14,"1,886.76","1,864.91","1,898.16","1,864.91",0,1.29,0.012884107
16-Oct-14,"1,862.76","1,855.95","1,876.01","1,835.02",0,0.01,0.000144967
15-Oct-14,"1,862.49","1,874.18","1,874.18","1,820.66",0,-0.81,-0.008100336
14-Oct-14,"1,877.70","1,877.11","1,898.71","1,871.79",0,0.16,0.001578886
